type,total_price,carat,price_per_carat,color,shape,length,width,height,clarity,cut,color_intensity,origin,treatment,cut_quality
Padparadscha Sapphire,380,0.76,500,Padparadscha (Pinkish-Orange / Orangish-Pink),Cushion,5.87,5.18,2.85,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,380,0.8,475,Pinkish Purple,Oval,7.03,5.06,2.99,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,380,0.69,551,Purplish Pink,Cushion,6.4,4.83,2.97,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,380,0.4,950,Pinkish Red,Pear,5.74,4.04,2.08,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
White Sapphire,380,0.76,500,White,Pear,5.61,6.3,2.53,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,381,1.27,300,Blue,Cushion,6.4,4.85,4.29,Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Poor
Yellow Sapphire,381,1.27,300,Yellow,Pear,7.18,5.45,3.01,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,381,1.03,370,Yellow,Radiant,7.07,5.12,3.44,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Poor
Blue Sapphire,383,0.34,1126,Blue,Round,4.1,4.07,2.91,Very Slightly Included,Mixed Brilliant,Dark,Thailand,Heated,Excellent
Blue Sapphire,383,0.34,1126,Blue,Round,4.1,4.07,2.88,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,383,0.85,451,Blue,Oval,6.11,5.14,3.59,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,383,0.85,451,Pink,Oval,7.12,5.26,3.3,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,384,0.96,400,Blue,Round,6.14,6.13,3.29,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,384,0.59,651,Blue,Cushion,5.11,5.06,3.04,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,384,0.96,400,Blue,Oval,6.25,4.95,3.58,Very Slightly Included,Mixed Brilliant,Dark,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,384,0.61,630,Blue,Oval,7.52,5.92,4.47,Eye Clean,Mixed Brilliant,Vivid,Thailand,Heated,Fair
Blue Sapphire,384,0.64,600,Blue,Round,5.29,5.25,3.13,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,384,0.64,600,Purplish Pink,Round,5.13,5.15,3.21,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,384,0.64,600,Pinkish Brown,Oval,5.97,4.3,3.1,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,384,0.64,600,Pink,Round,5.11,5.15,3.4,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),No Enhancement,Good
White Sapphire,384,0.64,600,White,Round,5.36,5.4,3.27,Slightly Included,Mixed Brilliant,Colorless,Ceylon (Sri Lanka),No Enhancement,Very Good
White Sapphire,384,0.64,600,White,Round,5.28,5.28,3.24,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,385,0.55,700,Blue,Pear,6.92,4.1,2.53,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,385,0.55,700,Blue,Pear,6.92,4.1,2.53,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,385,0.57,675,Blue,Round,4.93,4.8,3.12,Very Slightly Included,Mixed Brilliant,Vivid,Thailand,Heated,Fair
Blue Sapphire,385,0.77,500,Blue,Oval,6.65,5.16,2.84,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,385,0.77,500,Blue,Oval,5.38,4.59,3.79,Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,385,0.55,700,Blue,Pear,6.96,4.47,2.32,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,385,0.7,550,Purplish Blue,Oval,6.67,4.65,3.03,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,385,0.7,550,Pink,Pear,8.76,4.7,2.35,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,385,0.43,895,Pink,Oval,5.02,3.91,2.33,Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,Heated,Very Good
Pink Sapphire,385,0.43,895,Purplish Pink,Oval,4.97,4.02,2.48,Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,Heated,Very Good
Pink Sapphire,385,0.81,475,Pink,Oval,6.42,4.67,3.63,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,385,0.7,550,Pink,Oval,6.3,4.59,3.04,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,385,0.55,700,Pinkish Red,Oval,5.69,4.45,2.14,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,385,0.55,700,Purplish Red,Oval,5.64,4.65,2.05,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,385,0.55,700,Red,Oval,6.01,4.78,2.38,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,385,0.55,700,Purplish Red,Oval,5.87,4.84,2.19,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,385,0.55,700,Red,Oval,5.56,4.53,2.28,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
White Sapphire,385,0.77,500,White,Oval,6.07,4.44,3.69,Eye Clean,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Very Good
Yellow Sapphire,385,1.1,350,Yellowish Orange,Trillion,6.59,6.85,3.82,Eye Clean,Trillion Cut,Vivid,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,385,0.77,500,Greenish Yellow,Round,5.56,5.51,3.72,Eye Clean,Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Ruby,386,0.39,990,Pinkish Red,Round,4.36,4.32,2.73,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Good
Yellow Sapphire,386,0.84,460,Greenish Yellow,Asscher - Octagon,5.1,5.02,3.69,Very Slightly Included,Asscher,Medium,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,387,0.86,450,Blue,Pear,7.1,5.18,3.47,Eye Clean,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,387,0.86,450,Pink,Radiant,7.01,4.89,3.15,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,387,0.43,900,Pink,Princess,3.88,3.78,2.86,Very Slightly Included,Princess Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Very Good
Ruby,387,0.86,450,Purplish Red,Oval,6.46,3.69,3.24,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,No Enhancement,Fair
White Sapphire,388,0.97,400,White,Round,6.19,6.17,3.71,Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,388,0.97,400,Greenish Yellow,Cushion,6.18,5.29,3.33,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,388,0.97,400,Yellow,Pear,7.68,5.33,4.19,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,390,0.65,600,Blue,Asscher - Octagon,4.96,4.95,2.83,Very Slightly Included,Asscher,Vivid,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,390,1.3,300,Blue,Oval,7.01,5.14,4.22,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,390,0.78,500,Blue,Oval,6.17,4.76,3.34,Eye Clean,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,390,0.65,600,Blue,Round,5.42,5.44,2.84,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Ruby,390,0.6,650,Pinkish Red,Pear,6.37,4.9,2.22,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
White Sapphire,390,1.3,300,White,Emerald Cut,6.56,4.94,4.11,Very Slightly Included,Emerald Cut,Colorless,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,390,1.2,325,Orangish Yellow,Radiant,6.9,5.02,3.74,Eye Clean,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,391,1.63,240,Blue,Emerald Cut,6.85,4.91,3.04,Slightly Included,Emerald Cut,Light,Ceylon (Sri Lanka),Heated,Fair
Green Sapphire,391,1.17,334,Green,Pear,8.97,5.02,3.24,Very Slightly Included,Mixed Brilliant,Intense,Africa,No Enhancement,Poor
Pink Sapphire,391,0.71,551,Pink,Pear,6.12,4.97,3.06,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,391,0.71,551,Yellow,Round,5.31,5.21,3.29,Very Slightly Included,Mixed Brilliant,Faint,Ceylon (Sri Lanka),No Enhancement,Very Good
Yellow Sapphire,391,0.71,551,Greenish Yellow,Emerald Cut,5.42,4.48,3.19,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Excellent
Blue Sapphire,392,0.98,400,Blue,Emerald Cut,7.64,4.72,4.26,Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,392,0.56,700,Blue,Round,5.07,4.92,2.92,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,392,0.89,440,Blue,Oval,6.97,4.96,2.87,Eye Clean,Mixed Brilliant,Dark,Thailand,Heated,Fair
Blue Sapphire,392,0.56,700,Blue,Pear,6.89,4.11,2.49,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,392,0.98,400,Color Change,Round,5.24,5.19,4.36,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,392,0.87,451,Pinkish Purple,Emerald Cut,6.9,5.01,2.69,Very Slightly Included,Emerald Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,392,0.87,451,Yellow,Round,5.69,5.61,3.87,Very Slightly Included,Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,393,1.31,300,Blue,Oval,7.49,5.49,3.87,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,393,0.55,715,Blue,Heart,5.02,5.42,2.88,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,393,1.31,300,Blue,Round,6.2,6.23,4.31,Very Slightly Included,Mixed Brilliant,Light,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,393,1.31,300,Blue,Round,6.36,6.35,4.02,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,393,1.31,300,Orangish Yellow,Cushion,6.16,6.11,4.38,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,393,1.31,300,Orangish Yellow,Radiant,5.61,5.5,3.68,Very Slightly Included,Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,393,1.31,300,Yellow,Radiant,5.98,3.94,2.87,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,395,0.79,500,Blue,Pear,7.11,5.08,2.9,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,395,0.79,500,Blue,Cushion,5.68,4.37,3.32,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,395,0.45,878,Blue,Cushion,4.39,4.38,2.76,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Green Sapphire,395,0.79,500,Green,Oval,6.27,5.13,3.26,Eye Clean,Mixed Brilliant,Vivid,Madagascar,Heated,Good
Pink Sapphire,395,0.79,500,Pinkish Purple,Pear,7.43,4.31,3.47,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,396,0.88,450,Blue,Oval,6.19,4.99,3.15,Very Slightly Included,Mixed Brilliant,Medium Light,Ceylon (Sri Lanka),Heated,Very Good
Blue Sapphire,396,0.9,440,Blue,Emerald Cut,6.63,5.17,2.94,Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,396,0.66,600,Color Change,Pear,6.74,4.73,2.9,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,396,0.66,600,Blue,Emerald Cut,5.88,4,3.02,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,396,0.99,400,Bluish Purple,Round,5.71,5.7,3.88,Very Slightly Included,Mixed Brilliant,Dark,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,396,0.88,450,Pinkish Purple,Oval,7.08,5.01,3.44,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,396,0.44,900,Pink,Round,4.31,4.34,2.73,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,396,0.66,600,Pink,Cushion,6.02,4.65,2.81,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,396,0.72,550,Pink,Oval,6.32,5.28,3.01,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,396,0.44,900,Pink,Cushion,4.32,4.26,3.01,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Good
Pink Sapphire,396,0.9,440,Pinkish Purple,Pear,7.57,4.75,3.22,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,396,0.52,762,Pink,Oval,5.07,4.29,3.02,Slightly Included,Mixed Brilliant,Medium Intense,Madagascar,Heated,Good
Pink Sapphire,396,0.72,550,Pink,Pear,7.29,4.7,2.57,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
White Sapphire,396,0.72,550,White,Round,5.63,5.56,3.17,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,396,0.66,600,Yellow,Round,6.48,6.59,4.04,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,396,0.99,455,Yellowish Green,Round,5.95,5.89,3.35,Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Ruby,397,0.61,651,Pinkish Red,Pear,6.24,4.54,2.58,Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Pink Sapphire,398,0.75,531,Pink,Cushion,6.92,4.36,2.64,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Ruby,398,0.34,1171,Red,Round,4.06,3.99,2.38,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Blue Sapphire,399,1.33,300,Blue,Pear,6.86,5.53,4.49,Very Slightly Included,Mixed Brilliant,Intense,Nigeria,No Enhancement,Fair
Blue Sapphire,399,0.57,700,Blue,Pear,6.8,4.05,2.59,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),Heated,Good
Green Sapphire,399,0.92,434,Green,Oval,5.73,4.74,4.03,Very Slightly Included,Mixed Brilliant,Intense,Africa,Heated,Fair
Pink Sapphire,399,0.77,518,Pink,Pear,7.01,4.79,3.01,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,399,0.96,416,Pinkish Purple,Oval,6.76,5,3.25,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,399,1.33,300,Purplish Pink,Cushion,7.3,4.97,3.99,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Poor
Ruby,399,0.57,700,Purplish Red,Oval,5.43,4.31,2.61,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Ruby,399,0.57,700,Purplish Red,Cushion,4.61,4.33,3.47,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,399,0.57,700,Red,Cushion,5.25,4.01,2.23,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,399,0.57,700,Red,Oval,5.18,4.46,2.48,Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
Ruby,399,0.57,700,Red,Oval,5.55,4.17,2.66,Very Slightly Included,Mixed Brilliant,Vivid,Mozambique,Heated,Fair
Ruby,399,0.57,700,Pinkish Red,Oval,5.94,3.88,2.15,Very Slightly Included,Mixed Brilliant,Intense,Mozambique,Heated,Good
White Sapphire,399,1.14,350,White,Round,6.56,6.55,4.03,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,399,1.14,400,Yellow,Oval,6.79,5.33,3.29,Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,400,1.25,320,Blue,Pear,8.59,5.44,3.74,Slightly Included,Mixed Brilliant,Vivid,Nigeria,No Enhancement,Fair
Blue Sapphire,400,0.68,588,Blue,Cushion,5.84,4.59,2.84,Very Slightly Included,Mixed Brilliant,Vivid,Nigeria,No Enhancement,Fair
Blue Sapphire,400,0.91,440,Blue,Oval,6.99,5.12,3.12,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,1,400,Blue,Cushion,7.21,3.89,3.68,Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,400,0.48,833,Blue,Pear,6.25,3.73,2.89,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,0.54,741,Blue,Pear,5.88,4.46,2.62,Eye Clean,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,0.49,816,Blue,Oval,5.59,4.14,2.71,Eye Clean,Mixed Brilliant,Dark,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,400,0.49,816,Blue,Pear,6.53,4.52,2.36,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,400,0.64,625,Blue,Oval,5.51,4.7,3.3,Eye Clean,Mixed Brilliant,Dark,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,0.91,440,Blue,Oval,6.46,4.82,3.43,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,0.98,408,Blue,Oval,6.6,5.05,3.5,Very Slightly Included,Mixed Brilliant,Intense,Nigeria,No Enhancement,Good
Blue Sapphire,400,0.5,800,Color Change,Pear,5.44,4.23,2.85,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,400,0.44,909,Blue,Cushion,4.81,4.53,2.25,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),No Enhancement,Good
Green Sapphire,400,1.08,370,Green,Pear,6.54,4.85,4.29,Very Slightly Included,Mixed Brilliant,Intense,Africa,Heated,Poor
Green Sapphire,400,1.15,348,Green,Cushion,6.7,4.96,3.54,Very Slightly Included,Mixed Brilliant,Intense,Africa,No Enhancement,Poor
Green Sapphire,400,1.22,328,Green,Radiant,6.6,5.45,3.45,Very Slightly Included,Radiant Cut,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Fair
Green Sapphire,400,0.68,588,Green,Pear,6.78,4.58,3.06,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Green Sapphire,400,0.82,488,Green,Pear,7.43,4.93,3.04,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Pink Sapphire,400,0.82,488,Pinkish Brown,Radiant,6.34,4.42,3.07,Very Slightly Included,Radiant Cut,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,400,0.99,404,Purplish Pink,Pear,7.19,5.4,3.19,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Fair
Pink Sapphire,400,0.82,488,Pinkish Purple,Pear,7.94,4.5,2.95,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,400,0.98,408,Pinkish Purple,Oval,6.54,5.24,3.51,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Good
Pink Sapphire,400,0.61,656,Pink,Cushion,5.25,4.18,2.8,Slightly Included,Mixed Brilliant,Vivid,Burma (Myanmar),No Enhancement,Good
Pink Sapphire,400,0.4,1000,Pink,Princess,4.68,4.03,2.21,Eye Clean,Princess Cut,Medium,Ceylon (Sri Lanka),Heated,Very Good
Pink Sapphire,400,0.5,800,Purplish Pink,Round,5.08,5.04,2.71,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Very Good
Purple Sapphire,400,0.84,476,Purple,Radiant,6.65,4.66,3.03,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),No Enhancement,Good
White Sapphire,400,1.37,291.97,White,Round,6.95,6.98,3.75,Very Slightly Included,Mixed Brilliant,Colorless,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,400,0.8,500,Greenish Yellow,Round,7.01,5.08,4.24,Very Slightly Included,Radiant Cut,Intense,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,400,0.99,404,Yellowish Green,Emerald Cut,5.92,4.98,3.49,Eye Clean,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Good
Yellow Sapphire,400,0.91,440,Yellow,Oval,7.03,5.12,3.08,Eye Clean,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
Blue Sapphire,401,0.75,535,Color Change,Pear,7.46,5.12,2.72,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,401,0.95,422,Blue,Cushion,6.75,5.35,3.13,Included,Mixed Brilliant,Medium Intense,Burma (Myanmar),No Enhancement,Fair
Blue Sapphire,401,0.89,451,Blue,Pear,6.69,5.07,3.76,Eye Clean,Mixed Brilliant,Dark,Nigeria,No Enhancement,Fair
White Sapphire,401,0.85,471.76,White,Pear,6.65,4.77,3.55,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Fair
Yellow Sapphire,401,1.18,340,Yellowish Orange,Princess,5.93,5.82,3.25,Very Slightly Included,Princess Cut,Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,401,0.89,451,Yellow,Radiant,5.3,4.45,3.85,Very Slightly Included,Radiant Cut,Medium Light,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,402,0.67,600,Blue,Oval,6.66,4.77,2.57,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,402,0.67,600,Blue,Round,5.33,5.21,3.36,Very Slightly Included,Mixed Brilliant,Vivid,Ceylon (Sri Lanka),Heated,Fair
Blue Sapphire,402,1.01,398,Blue,Cushion,5.25,4.94,3.72,Very Slightly Included,Mixed Brilliant,Light,Burma (Myanmar),No Enhancement,Fair
Blue Sapphire,402,0.67,600,Blue,Pear,6.79,5.13,2.69,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,402,1.5,268,Blue,Cushion,6.26,5.64,4.2,Included,Mixed Brilliant,Light,Burma (Myanmar),No Enhancement,Fair
Blue Sapphire,402,0.91,442,Blue,Oval,6.83,4.97,3.27,Very Slightly Included,Mixed Brilliant,Dark,Thailand,Heated,Fair
Pink Sapphire,402,0.55,731,Pink,Emerald Cut,6.04,3.95,2.16,Very Slightly Included,Emerald Cut,Intense,Ceylon (Sri Lanka),Heated,Very Good
Pink Sapphire,402,0.55,731,Pink,Round,4.63,4.56,3.11,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),Heated,Good
White Sapphire,402,0.84,478.57,White,Cushion,5.77,5.19,2.73,Very Slightly Included,Mixed Brilliant,Near Colorless,Burma (Myanmar),No Enhancement,Good
White Sapphire,402,0.73,550.68,White,Pear,6.06,4.5,3.72,Very Slightly Included,Mixed Brilliant,Near Colorless,Ceylon (Sri Lanka),No Enhancement,Good
Yellow Sapphire,402,0.67,600,Yellow,Cushion,5.68,4.6,3.35,Very Slightly Included,Mixed Brilliant,Very Light,Ceylon (Sri Lanka),No Enhancement,Very Good
Blue Sapphire,403,0.62,650,Blue,Cushion,5.07,5.01,3.32,Very Slightly Included,Mixed Brilliant,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
Yellow Sapphire,403,0.75,537,Yellowish Brown,Round,5.48,5.42,3.27,Very Slightly Included,Mixed Brilliant,Medium,Ceylon (Sri Lanka),No Enhancement,Fair
Blue Sapphire,404,0.93,434,Color Change,Oval,6.41,5.31,2.99,Very Slightly Included,Mixed Brilliant,Intense,Ceylon (Sri Lanka),No Enhancement,Good
Blue Sapphire,404,1.01,400,Blue,Emerald Cut,6.9,4.93,2.92,Very Slightly Included,Emerald Cut,Medium Intense,Ceylon (Sri Lanka),Heated,Fair
